protein_ID	InterproScan
G_130030_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_129889_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_130023_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_129887_0_7_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_129871_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_129914_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_130074_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_130068_0_6_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_49593_1_25_Limosilactobacillus_coleohominis	-, Ribosomal protein S5 domain 2-type fold, subgroup, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase, AAA_5, AAA+ ATPase domain, Coil, RecA family profile 1., DNA recombination and repair protein RecA-like, ATP-binding domain, DNA REPAIR PROTEIN RADA-LIKE PROTEIN, Subunit ChlI of Mg-chelatase, DNA REPAIR PROTEIN RADA, DNA repair protein radA signature, DNA repair protein RadA [radA]., DNA repair protein RadA, Sms, AAA domain, Rubredoxin metal binding domain, LapB,  rubredoxin metal binding domain, Ribosomal protein S5 domain 2-like, Ribosomal protein S5 domain 2-type fold, sms: DNA repair protein RadA
G_132877_0_5_Staphylococcus_hominis	Coil, -
G_49794_1_21_Limosilactobacillus_reuteri	PP-ATPase, tRNA(Ile)-lysidine synthase, N-terminal, PP-loop family, tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal, TilS_C_a_2_a, Lysidine-tRNA(Ile) synthetase, C-terminal, PheT/TilS domain, -, lysidine_TilS_N: tRNA(Ile)-lysidine synthetase, lysidine_TilS_C: tRNA(Ile)-lysidine synthetase, C-terminal domain, TilS substrate binding domain, tRNA(Ile)-lysidine synthase , substrate-binding domain, HUPs, Rossmann-like alpha/beta/alpha sandwich fold, tRNA(Ile)-lysidine synthase [tilS]., tRNA(Ile)-lysidine synthase, TRNA(ILE)-LYSIDINE SYNTHASE-RELATED, Adenine nucleotide alpha hydrolases-like
G_49955_0_13_Limosilactobacillus_reuteri	Helix-turn-helix, Cro/C1-type helix-turn-helix domain, -, Lambda repressor-like, DNA-binding domain superfamily, HTH_XRE, Coil, Cro/C1-type HTH domain profile., mbf_short4, lambda repressor-like DNA-binding domains
G_49830_0_7_Limosilactobacillus_reuteri	Helix-turn-helix, Cro/C1-type helix-turn-helix domain, -, Lambda repressor-like, DNA-binding domain superfamily, HTH_XRE, Coil, Cro/C1-type HTH domain profile., mbf_short4, lambda repressor-like DNA-binding domains
G_49877_0_8_Limosilactobacillus_reuteri	Helix-turn-helix, Cro/C1-type helix-turn-helix domain, -, Lambda repressor-like, DNA-binding domain superfamily, HTH_XRE, Coil, Cro/C1-type HTH domain profile., mbf_short4, lambda repressor-like DNA-binding domains
G_49864_0_12_Limosilactobacillus_reuteri	Helix-turn-helix, Cro/C1-type helix-turn-helix domain, -, Lambda repressor-like, DNA-binding domain superfamily, HTH_XRE, Coil, Cro/C1-type HTH domain profile., mbf_short4, lambda repressor-like DNA-binding domains
G_49852_0_5_Limosilactobacillus_reuteri	Coil, -, HTH-TYPE TRANSCRIPTIONAL REGULATOR YWGB-RELATED, Winged helix-like DNA-binding domain superfamily, Iron-dependent Transcriptional regulator, Transcription regulator Rrf2, "Winged helix" DNA-binding domain, Winged helix DNA-binding domain superfamily, WINGED HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, RRF2 FAMILY, Rrf2-type HTH domain profile.
G_131572_0_15_Staphylococcus_epidermidis	Palm domain of DNA polymerase, DNA polymerase, palm domain superfamily, DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_132877_0_6_Staphylococcus_hominis	consensus disorder prediction, -, Coil
G_100623_0_59_Ruminococcus_sp._AF31-16BH	-, Phosphoribosyltransferase-like, PRTase-like, RIBOSE-PHOSPHATE DIPHOSPHOKINASE FAMILY MEMBER, Ribose-phosphate pyrophosphokinase, PRTases_typeI, Phosphoribosyltransferase domain, Phosphoribosyl transferase domain, ribP_PPkin: ribose-phosphate diphosphokinase, N-terminal domain of ribose phosphate pyrophosphokinase, Ribose-phosphate pyrophosphokinase, N-terminal domain
G_49991_0_8_Limosilactobacillus_reuteri	Coil, -
G_49810_0_29_Limosilactobacillus_reuteri	Coil, -
G_49885_0_2_Limosilactobacillus_reuteri	Coil, -
G_49852_0_14_Limosilactobacillus_reuteri	Coil, -
G_49887_0_4_Limosilactobacillus_reuteri	Coil, -, consensus disorder prediction, Relaxase/Mobilisation nuclease domain, Endonuclease relaxase, MobA/VirD2
G_21819_0_56_Clostridium_sp._SY8519	PHAGE INTEGRASE-RELATED, -, Phage integrase family, Integrase, catalytic domain, Intergrase catalytic core, Integrase-like, catalytic domain superfamily, DNA breaking-rejoining enzymes, DNA breaking-rejoining enzyme, catalytic core, Integrase/recombinase, N-terminal, Tyrosine recombinase domain profile.
G_50089_1_1_Limosilactobacillus_reuteri	Ribonuclease H-like, Ribonuclease H-like superfamily, Helix-turn-helix domain, Transposase IS30-like HTH domain, -, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, TRANSPOSASE
G_50166_1_1_Limosilactobacillus_reuteri	Ribonuclease H-like, Ribonuclease H-like superfamily, Helix-turn-helix domain, Transposase IS30-like HTH domain, -, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, TRANSPOSASE
G_49593_1_29_Limosilactobacillus_coleohominis	23S RRNA (GUANOSINE-2'-O-)-METHYLTRANSFERASE RLMB, -, alpha/beta knot, Alpha/beta knot methyltransferases, RNA 2'-O ribose methyltransferase substrate binding, RNA 2-O ribose methyltransferase, substrate binding, SpoU_sub_bind_2, SpoU rRNA Methylase family, tRNA/rRNA methyltransferase, SpoU type, SpoU-like_RlmB, L30e-like, 50S ribosomal protein L30e-like, tRNA (guanine-N1-)-methyltransferase, N-terminal, RNA methyltransferase TrmH family, rRNA_methyl_3: RNA methyltransferase, TrmH family, group 3
G_6812_0_3_Blautia_obeum	Putative redox-active protein (C_GCAxxG_C_C), CGCAxxGCC motif, Multiheme cytochromes, Multiheme cytochrome superfamily
G_49852_1_47_Limosilactobacillus_reuteri	Coil, -
G_50017_0_7_Limosilactobacillus_reuteri	Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain, -, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like
G_6583_0_5_Blautia_obeum	HicB_like antitoxin of bacterial toxin-antitoxin system, HicB-like antitoxin of toxin-antitoxin system, -, TTHA1013/TTHA0281-like, ANTITOXIN HICB
G_6535_0_51_Blautia_obeum	HicB_like antitoxin of bacterial toxin-antitoxin system, HicB-like antitoxin of toxin-antitoxin system, -, TTHA1013/TTHA0281-like, ANTITOXIN HICB
G_49661_0_38_Ligilactobacillus_salivarius	HsdM N-terminal domain, N6 adenine-specific DNA methyltransferase, N-terminal domain, N-6 DNA Methylase, DNA methylase, adenine-specific, SLR6095 PROTEIN, -, S-adenosyl-L-methionine-dependent methyltransferases, S-adenosyl-L-methionine-dependent methyltransferase, N12 class N6 adenine-specific DNA methyltransferase signature, Vaccinia Virus protein VP39, Coil
G_169371_0_43_Trichococcus_ilyis	-, Ribosomal protein S8 signature., Ribosomal protein S8, 37S RIBOSOMAL PROTEIN S8, MITOCHONDRIAL, 30S ribosomal protein S8 [rpsH]., 40S RIBOSOMAL PROTEIN S15A, Ribosomal protein S8 superfamily
G_169491_0_17_Trichococcus_ilyis	-, Ribosomal protein S8 signature., Ribosomal protein S8, 37S RIBOSOMAL PROTEIN S8, MITOCHONDRIAL, 30S ribosomal protein S8 [rpsH]., 40S RIBOSOMAL PROTEIN S15A, Ribosomal protein S8 superfamily
G_49887_0_3_Limosilactobacillus_reuteri	Coil, -
G_50113_0_2_Limosilactobacillus_reuteri	Coil, -
G_49955_0_17_Limosilactobacillus_reuteri	Coil, -
G_50133_0_2_Limosilactobacillus_reuteri	Coil, -
G_49864_0_16_Limosilactobacillus_reuteri	Coil, -
G_99958_0_29_Porcincola_intestinalis	-, P-loop containing nucleoside triphosphate hydrolase
G_49723_0_22_Limosilactobacillus_oris	Gram-positive cocci surface proteins LPxTG motif profile., LPXTG cell wall anchor domain, LPXTG_anchor: LPXTG cell wall anchor domain, -, Rib domain, Coil, STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 2, consensus disorder prediction, Nucleotidyltransferases  domain 2, LPXTG cell wall anchor motif, Tropomyosin
G_112260_0_12_Staphylococcus_aureus	consensus disorder prediction, -
G_50057_0_22_Limosilactobacillus_reuteri	Aspartate/ornithine carbamoyltransferase, Aspartate/ornithine carbamoyltransferase superfamily, ORNITHINE CARBAMOYLTRANSFERASE, CATABOLIC, -, Ornithine carbamoyltransferase signature, Ornithine/putrescine carbamoyltransferase, Ornithine carbamoyltransferase, catabolic [argI]., Ornithine carbamoyltransferase, Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain, Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain, Aspartate and ornithine carbamoyltransferases signature., ORNITHINE CARBAMOYLTRANSFERASE, MITOCHONDRIAL, Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain, Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding, orni_carb_tr: ornithine carbamoyltransferase, Aspartate/ornithine carbamoyltransferase superfamily signature
G_50051_0_16_Limosilactobacillus_reuteri	Aspartate/ornithine carbamoyltransferase, Aspartate/ornithine carbamoyltransferase superfamily, ORNITHINE CARBAMOYLTRANSFERASE, CATABOLIC, -, Ornithine carbamoyltransferase signature, Ornithine/putrescine carbamoyltransferase, Ornithine carbamoyltransferase, catabolic [argI]., Ornithine carbamoyltransferase, Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain, Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain, Aspartate and ornithine carbamoyltransferases signature., ORNITHINE CARBAMOYLTRANSFERASE, MITOCHONDRIAL, Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain, Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding, orni_carb_tr: ornithine carbamoyltransferase, Aspartate/ornithine carbamoyltransferase superfamily signature
G_132158_0_1_Staphylococcus_epidermidis	BLL1675 PROTEIN, -, DDE domain, Ribonuclease H superfamily, Ribonuclease H-like, Ribonuclease H-like superfamily
G_6583_0_40_Blautia_obeum	Zn peptidases, -, Aminopeptidase i, Domain 2, Peptidase M18, domain 2, ASPARTYL AMINOPEPTIDASE, Peptidase M18, M18 FAMILY AMINOPEPTIDASE 1-RELATED, Aminopeptidase I zinc metalloprotease (M18), Aminopeptidase I zinc metalloprotease (M18) signature, Aminopeptidase/glucanase lid domain, Zn-dependent exopeptidases
NC_004566_15_Limosilactobacillus_fermentum	-, Arc-type ribbon-helix-helix, Ribbon-helix-helix, Omega Transcriptional Repressor, Omega transcriptional repressor
G_49794_2_4_Limosilactobacillus_reuteri	-
G_49661_0_3_Ligilactobacillus_salivarius	TRANSPOSASE, -, consensus disorder prediction, Helix-turn-helix domain, Transposase IS30-like HTH domain
G_105545_0_37_Staphylococcus_aureus	Replication initiator protein A (RepA) N-terminus, Replication initiator A, N-terminal, Replication initiator protein A C-terminal domain, Replication initiator protein A, C-terminal domain, consensus disorder prediction, -
G_105570_0_28_Staphylococcus_aureus	Replication initiator protein A (RepA) N-terminus, Replication initiator A, N-terminal, Replication initiator protein A C-terminal domain, Replication initiator protein A, C-terminal domain, consensus disorder prediction, -
G_105661_0_15_Staphylococcus_aureus	Replication initiator protein A (RepA) N-terminus, Replication initiator A, N-terminal, Replication initiator protein A C-terminal domain, Replication initiator protein A, C-terminal domain, consensus disorder prediction, -
G_105709_0_24_Staphylococcus_aureus	Replication initiator protein A (RepA) N-terminus, Replication initiator A, N-terminal, Replication initiator protein A C-terminal domain, Replication initiator protein A, C-terminal domain, consensus disorder prediction, -
G_49887_1_2_Limosilactobacillus_reuteri	SERINE RECOMBINASE PINE-RELATED, -, Resolvase-like, N-terminal catalytic domain superfamily, resolvase_6, Resolvase, N-terminal catalytic domain, Coil, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase, N terminal domain, Resolvase-like, CENP-B N-terminal DNA-binding domain, DNA binding HTH domain, Psq-type, DNA-INVERTASE FROM LAMBDOID PROPHAGE, SR_ResInv
G_97256_0_31_Loigolactobacillus_backii	consensus disorder prediction, -, Relaxase/Mobilisation nuclease domain, Endonuclease relaxase, MobA/VirD2
G_130950_0_11_Staphylococcus_epidermidis	Transposase domain (DUF772), Transposase InsH, N-terminal, Transposase DDE domain, Transposase, IS4-like, TRANSPOSASE, -
G_49810_0_18_Limosilactobacillus_reuteri	-, Cytochrome b5-like heme/steroid binding domain superfamily, Cyt_b5_2, Cytochrome b5-like heme/steroid binding domain, Cytochrome b5-like Heme/Steroid binding domain
G_49930_0_22_Limosilactobacillus_reuteri	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, TRANSPOSASE, Ribonuclease H-like, Ribonuclease H-like superfamily, Helix-turn-helix domain, Transposase IS30-like HTH domain
G_49593_1_34_Limosilactobacillus_coleohominis	Ribosomal protein L11, N-terminal domain, Ribosomal protein L11, N-terminal, Ribosomal protein L11 signature., Ribosomal protein L11, conserved site, Ribosomal_L11, Ribosomal protein L11/L12, Ribosomal protein L11, C-terminal domain, Ribosomal protein L11, C-terminal domain superfamily, L11_bact: ribosomal protein uL11, Ribosomal protein L11, bacterial-type, 50S ribosomal protein L11 [rplK]., -, Ribosomal protein L11/L12, N-terminal domain superfamily, 60S RIBOSOMAL PROTEIN L12, Ribosomal protein L11, RNA binding domain, Ribosomal protein L11, C-terminal, rl11c, RIBOSOMAL PROTEIN L11, Ribosomal L11/L12e N-terminal domain
G_131949_0_10_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_129221_0_10_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_131572_0_6_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_109018_0_7_Staphylococcus_aureus	Coil, -, consensus disorder prediction
G_131542_1_6_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_131974_0_6_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction
G_136322_1_15_Staphylococcus_sp._HMSC077D08	Coil, -, consensus disorder prediction
G_109006_0_10_Staphylococcus_aureus	Coil, -, consensus disorder prediction
G_49593_2_8_Limosilactobacillus_coleohominis	Coil, -, consensus disorder prediction
G_49938_1_31_Limosilactobacillus_reuteri	SLC-NCS1sbd_CobB-like, -, CYTOSINE TRANSPORTER CODB, Cytosine permease, Pur-cyt_permease, Purine-cytosine permease Fcy2/21/22, Permease for cytosine/purines, uracil, thiamine, allantoin, Purine-cytosine permease, Hydantoin permease
G_49860_1_5_Limosilactobacillus_reuteri	Domain of unknown function (DUF3173), Protein of unknown function DUF3173
G_6812_0_7_Blautia_obeum	CO dehydrogenase molybdoprotein N-domain-like, Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily, -, CO dehydrogenase ISP C-domain like, [2Fe-2S]-binding domain superfamily, 2Fe-2S iron-sulfur cluster binding domain, 2Fe-2S ferredoxin-type iron-sulfur binding domain, 2Fe-2S ferredoxin-type iron-sulfur binding region signature., 2Fe-2S ferredoxin, iron-sulphur binding site, Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain, XANTHINE DEHYDROGENASE, Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead, [2Fe-2S] binding domain, [2Fe-2S]-binding, Aldehyde oxidase/xanthine dehydrogenase, Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain, fer2, Beta-grasp domain superfamily, Molybdopterin-binding domain of aldehyde dehydrogenase, Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding, 2Fe-2S ferredoxin-like, 2Fe-2S ferredoxin-like superfamily, Molybdenum cofactor-binding domain, Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily, 2Fe-2S ferredoxin-type iron-sulfur binding domain profile., Ald_Xan_dh_C_2
G_46088_0_9_Lacticaseibacillus_zeae	Bacterial extracellular solute-binding proteins, family 3, Solute-binding protein  family 3/N-terminal domain of MltF, -, AABind_6, MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE F, Prokaryotic membrane lipoprotein lipid attachment site profile., Periplasmic binding protein-like II, PBP2_AatB_like, ABC TRANSPORTER EXTRACELLULAR-BINDING PROTEIN YCKB-RELATED
