query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
G_49991_0_25_Limosilactobacillus_reuteri	334390.LAF_1567	2.36e-159	453.0	COG2826@1|root,COG2826@2|Bacteria,1TWVR@1239|Firmicutes,4HCM1@91061|Bacilli,3F5JW@33958|Lactobacillaceae	91061|Bacilli	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	rve
G_49991_0_26_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4183	4.48e-90	266.0	COG0315@1|root,COG0315@2|Bacteria,1V3J4@1239|Firmicutes,4HH39@91061|Bacilli,3F65H@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)	moaC	-	4.6.1.17	ko:K03637	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R11372	RC03425	ko00000,ko00001,ko01000	-	-	-	MoaC
G_49991_0_27_Limosilactobacillus_reuteri	525309.HMPREF0494_1522	3.35e-59	184.0	COG2151@1|root,COG2151@2|Bacteria,1VCAX@1239|Firmicutes,4HNBK@91061|Bacilli,3F9SC@33958|Lactobacillaceae	91061|Bacilli	S	Pfam:DUF59	-	-	-	-	-	-	-	-	-	-	-	-	FeS_assembly_P
G_49991_0_28_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4185	4.01e-216	599.0	COG2896@1|root,COG2896@2|Bacteria,1TP89@1239|Firmicutes,4HAKQ@91061|Bacilli,3F5T2@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate	moaA	-	4.1.99.22	ko:K03639	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09394	RC03420	ko00000,ko00001,ko01000	-	-	-	Fer4_12,Fer4_14,Mob_synth_C,Radical_SAM
G_49991_0_29_Limosilactobacillus_reuteri	557436.Lreu_1774	2.59e-135	391.0	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,4HADR@91061|Bacilli,3F3YG@33958|Lactobacillaceae	91061|Bacilli	L	Transposase and inactivated derivatives, IS30 family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
G_49991_0_30_Limosilactobacillus_reuteri	326425.lhe_0037	8.85e-147	430.0	COG0582@1|root,COG0582@2|Bacteria,1U59Y@1239|Firmicutes,4IF1G@91061|Bacilli,3F5BK@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
G_49991_0_31_Limosilactobacillus_reuteri	326425.lhe_0036	8.77e-16	70.9	29PP2@1|root,30AMM@2|Bacteria,1U6VC@1239|Firmicutes,4IGP8@91061|Bacilli,3F8JJ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49991_0_38_Limosilactobacillus_reuteri	324831.LGAS_1488	3.56e-131	376.0	COG3023@1|root,COG3757@1|root,COG3023@2|Bacteria,COG3757@2|Bacteria,1V1TE@1239|Firmicutes,4I2AF@91061|Bacilli,3F5T1@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyl hydrolases family 25	-	-	-	-	-	-	-	-	-	-	-	-	CW_7,Glyco_hydro_25
G_49991_0_40_Limosilactobacillus_reuteri	1423814.HMPREF0549_1524	1.34e-82	279.0	COG5263@1|root,COG5263@2|Bacteria	2|Bacteria	S	dextransucrase activity	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,CW_binding_1,GBS_Bsp-like,Glyco_hydro_25,Peptidase_C39_2,Peptidase_C70,SLH
G_49991_0_41_Limosilactobacillus_reuteri	1235801.C822_01790	6.92e-215	674.0	COG3867@1|root,COG5263@1|root,COG3867@2|Bacteria,COG5263@2|Bacteria,1TQDZ@1239|Firmicutes,4HBYA@91061|Bacilli	91061|Bacilli	G	arabinogalactan	ganB	-	3.2.1.89	ko:K01224	-	-	-	-	ko00000,ko01000	-	-	-	Big_4,Glyco_hydro_53,SLH
G_49991_0_42_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_3073	3.61e-156	447.0	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4H9NW@91061|Bacilli,3F4TJ@33958|Lactobacillaceae	91061|Bacilli	L	PFAM RNA-directed DNA polymerase (Reverse transcriptase)	-	-	-	-	-	-	-	-	-	-	-	-	GIIM,RVT_1
G_49991_0_43_Limosilactobacillus_reuteri	1423814.HMPREF0549_1226	1.86e-159	452.0	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4H9NW@91061|Bacilli,3F4TJ@33958|Lactobacillaceae	91061|Bacilli	L	PFAM RNA-directed DNA polymerase (Reverse transcriptase)	-	-	-	-	-	-	-	-	-	-	-	-	GIIM,RVT_1
G_49991_0_48_Limosilactobacillus_reuteri	575594.ACOH01000029_gene637	6.36e-75	225.0	arCOG05874@1|root,2ZJ01@2|Bacteria,1V450@1239|Firmicutes,4HFPA@91061|Bacilli,3F6T7@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49991_0_49_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4998	4.92e-305	831.0	COG0162@1|root,COG0162@2|Bacteria,1TPGN@1239|Firmicutes,4H9YV@91061|Bacilli,3F48J@33958|Lactobacillaceae	91061|Bacilli	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS	GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016875,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	S4,tRNA-synt_1b
G_49991_0_50_Limosilactobacillus_reuteri	557436.Lreu_0147	7.38e-232	640.0	29NNF@1|root,309KD@2|Bacteria,1U59P@1239|Firmicutes,4IF13@91061|Bacilli,3F5AE@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49991_0_51_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4996	5.27e-169	471.0	COG0588@1|root,COG0588@2|Bacteria,1TQFP@1239|Firmicutes,4HAW7@91061|Bacilli,3F3SK@33958|Lactobacillaceae	91061|Bacilli	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	gpmA	GO:0001871,GO:0003674,GO:0003824,GO:0004619,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009894,GO:0009986,GO:0009987,GO:0010675,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030246,GO:0030247,GO:0031323,GO:0031329,GO:0032787,GO:0034248,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0043455,GO:0043456,GO:0043470,GO:0043471,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046538,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902031,GO:2001065	5.4.2.11	ko:K01834	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	His_Phos_1
G_49991_0_52_Limosilactobacillus_reuteri	557436.Lreu_0145	4.57e-307	836.0	COG0151@1|root,COG0151@2|Bacteria,1UHN9@1239|Firmicutes,4HA70@91061|Bacilli,3F4Z8@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the GARS family	purD	-	6.3.4.13	ko:K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04144	RC00090,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	GARS_A,GARS_C,GARS_N
G_49991_0_53_Limosilactobacillus_reuteri	557436.Lreu_0144	0.0	1011.0	COG0138@1|root,COG0138@2|Bacteria,1TPQ5@1239|Firmicutes,4H9YY@91061|Bacilli,3F4FD@33958|Lactobacillaceae	91061|Bacilli	F	Bifunctional purine biosynthesis protein PurH	purH	-	2.1.2.3,3.5.4.10	ko:K00602	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523	M00048	R01127,R04560	RC00026,RC00263,RC00456	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	AICARFT_IMPCHas,MGS
G_49991_0_54_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4993	8.26e-136	384.0	COG0299@1|root,COG0299@2|Bacteria,1V3RJ@1239|Firmicutes,4HGY5@91061|Bacilli,3F3UN@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	purN	-	2.1.2.2	ko:K11175	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04325,R04326	RC00026,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	-	Formyl_trans_N
G_49991_0_55_Limosilactobacillus_reuteri	557436.Lreu_0142	5.37e-248	681.0	COG0150@1|root,COG0150@2|Bacteria,1TP9J@1239|Firmicutes,4HABW@91061|Bacilli,3F4RT@33958|Lactobacillaceae	91061|Bacilli	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	-	6.3.3.1	ko:K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04208	RC01100	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
G_49991_0_56_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_4991	8.4e-108	323.0	COG0034@1|root,COG0034@2|Bacteria,1TPH3@1239|Firmicutes,4HAXU@91061|Bacilli,3F3U7@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine	purF	-	2.4.2.14	ko:K00764	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048	R01072	RC00010,RC02724,RC02752	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	iSB619.SA_RS05225	GATase_6,GATase_7,Pribosyltran
G_132856_0_1_Contaminated	176279.SERP2230	1.81e-34	119.0	29IR2@1|root,305NB@2|Bacteria,1TYFF@1239|Firmicutes,4I7JP@91061|Bacilli,4H0XA@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_132856_0_9_Contaminated	1201292.DR75_2486	1.38e-44	154.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_129058_0_5_Staphylococcus_epidermidis	1194526.A284_09350	5.41e-24	93.2	29H7I@1|root,30453@2|Bacteria,1TW1P@1239|Firmicutes,4I4R1@91061|Bacilli,4H05T@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_129058_0_7_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_128910_0_1_Staphylococcus_epidermidis	279808.SH1947	2.2e-175	489.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_128910_0_8_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_130009_0_1_Staphylococcus_epidermidis	1231377.C426_2015	2.63e-14	72.4	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_130009_0_8_Staphylococcus_epidermidis	1194526.A284_09350	5.41e-24	93.2	29H7I@1|root,30453@2|Bacteria,1TW1P@1239|Firmicutes,4I4R1@91061|Bacilli,4H05T@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_130009_0_10_Staphylococcus_epidermidis	1000570.HMPREF9966_0767	6.3e-29	111.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,42EIT@671232|Streptococcus anginosus group	91061|Bacilli	L	Homeodomain-like domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_50071_0_1_Limosilactobacillus_sp._Sa3CUN2	97137.C821_01819	1.84e-29	127.0	COG1196@1|root,COG1511@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria,1V0HE@1239|Firmicutes,4HATS@91061|Bacilli,3F508@33958|Lactobacillaceae	91061|Bacilli	D	Domain of Unknown Function (DUF1542)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1542,Gram_pos_anchor,YSIRK_signal
G_50071_0_2_Limosilactobacillus_sp._Sa3CUN2	908339.HMPREF9265_0262	1.75e-86	261.0	COG2826@1|root,COG2826@2|Bacteria,1TWVR@1239|Firmicutes,4HCM1@91061|Bacilli,3F5JW@33958|Lactobacillaceae	91061|Bacilli	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
G_50071_0_3_Limosilactobacillus_sp._Sa3CUN2	908339.HMPREF9265_0262	2.23e-116	340.0	COG2826@1|root,COG2826@2|Bacteria,1TWVR@1239|Firmicutes,4HCM1@91061|Bacilli,3F5JW@33958|Lactobacillaceae	91061|Bacilli	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
G_50071_0_4_Limosilactobacillus_sp._Sa3CUN2	557436.Lreu_1607	2.19e-243	674.0	COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,4HDG6@91061|Bacilli,3F4IB@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_4,Phage_int_SAM_3,Phage_int_SAM_5,Phage_integrase
G_50071_0_5_Limosilactobacillus_sp._Sa3CUN2	557436.Lreu_1608	2.02e-25	95.9	2CF2D@1|root,2ZQXD@2|Bacteria,1W6FI@1239|Firmicutes,4HRT7@91061|Bacilli	91061|Bacilli	S	Domain of unknown function (DUF3173)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3173
G_48117_0_6_Lactobacillus_sp._M31	349123.Lreu23DRAFT_4487	4.2e-20	85.5	COG1396@1|root,COG1396@2|Bacteria,1V3D7@1239|Firmicutes,4IGD5@91061|Bacilli,3F83A@33958|Lactobacillaceae	91061|Bacilli	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
G_48117_0_7_Lactobacillus_sp._M31	349123.Lreu23DRAFT_4601	2.86e-147	466.0	29X5H@1|root,30IUH@2|Bacteria,1UJK3@1239|Firmicutes,4ITAU@91061|Bacilli,3F7PQ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_48117_0_9_Lactobacillus_sp._M31	349123.Lreu23DRAFT_5061	4.21e-55	172.0	29PXG@1|root,30AVV@2|Bacteria,1U762@1239|Firmicutes,4IH0U@91061|Bacilli,3F90X@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_48117_0_14_Lactobacillus_sp._M31	435837.HMPREF0798_01054	9.87e-13	73.6	COG2944@1|root,COG2944@2|Bacteria,1UIZ9@1239|Firmicutes,4HR4Y@91061|Bacilli,4H0A3@90964|Staphylococcaceae	91061|Bacilli	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3
G_49782_0_2_Limosilactobacillus_reuteri	435837.HMPREF0798_01054	4.01e-12	71.6	COG2944@1|root,COG2944@2|Bacteria,1UIZ9@1239|Firmicutes,4HR4Y@91061|Bacilli,4H0A3@90964|Staphylococcaceae	91061|Bacilli	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3
G_49782_0_7_Limosilactobacillus_reuteri	1033837.WANG_0629	2.46e-36	124.0	COG4115@1|root,COG4115@2|Bacteria,1VAM5@1239|Firmicutes,4HRX3@91061|Bacilli,3F86X@33958|Lactobacillaceae	91061|Bacilli	S	YoeB-like toxin of bacterial type II toxin-antitoxin system	-	-	-	-	-	-	-	-	-	-	-	-	YoeB_toxin
G_49782_0_8_Limosilactobacillus_reuteri	1033837.WANG_0630	7.15e-38	128.0	COG2161@1|root,COG2161@2|Bacteria,1VEE5@1239|Firmicutes,4HP02@91061|Bacilli,3F88Y@33958|Lactobacillaceae	91061|Bacilli	D	Antitoxin component of a toxin-antitoxin (TA) module	-	-	-	-	-	-	-	-	-	-	-	-	PhdYeFM_antitox
G_49782_0_9_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5061	9.83e-36	123.0	29PXG@1|root,30AVV@2|Bacteria,1U762@1239|Firmicutes,4IH0U@91061|Bacilli,3F90X@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49782_0_13_Limosilactobacillus_reuteri	1469948.JPNB01000001_gene2110	9.02e-11	61.6	COG1396@1|root,COG1396@2|Bacteria,1VGAT@1239|Firmicutes,24QWH@186801|Clostridia	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3,HTH_31
G_131022_0_2_Staphylococcus_epidermidis	1201292.DR75_2486	9.08e-42	147.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_131022_0_9_Staphylococcus_epidermidis	1194526.A284_09350	7.68e-24	92.8	29H7I@1|root,30453@2|Bacteria,1TW1P@1239|Firmicutes,4I4R1@91061|Bacilli,4H05T@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49777_0_1_Limosilactobacillus_reuteri	326425.lhe_0037	1.17e-149	437.0	COG0582@1|root,COG0582@2|Bacteria,1U59Y@1239|Firmicutes,4IF1G@91061|Bacilli,3F5BK@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
G_49777_0_2_Limosilactobacillus_reuteri	326425.lhe_0036	8.77e-16	70.9	29PP2@1|root,30AMM@2|Bacteria,1U6VC@1239|Firmicutes,4IGP8@91061|Bacilli,3F8JJ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_128900_0_1_Staphylococcus_epidermidis	279808.SH1947	2.2e-175	489.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_128900_0_8_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_124119_0_8_Staphylococcus_aureus	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_124119_0_10_Staphylococcus_aureus	1194526.A284_10600	2.17e-78	250.0	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
G_136239_0_1_Staphylococcus_sp._GDY8P85P	435837.HMPREF0798_01784	8.49e-19	79.0	COG0640@1|root,COG0640@2|Bacteria,1VBPB@1239|Firmicutes,4HMSR@91061|Bacilli,4GZ91@90964|Staphylococcaceae	91061|Bacilli	K	helix_turn_helix, Arsenical Resistance Operon Repressor	cadX	-	-	ko:K21903	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
G_136239_0_2_Staphylococcus_sp._GDY8P85P	176279.SERP2230	3.83e-39	131.0	29IR2@1|root,305NB@2|Bacteria,1TYFF@1239|Firmicutes,4I7JP@91061|Bacilli,4H0XA@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_136239_0_9_Staphylococcus_sp._GDY8P85P	203123.OEOE_0687	4.48e-34	127.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli	91061|Bacilli	L	DNA-invertase Bin3	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_136239_0_11_Staphylococcus_sp._GDY8P85P	629742.STAHO0001_2182	3.36e-31	109.0	2CCES@1|root,304AD@2|Bacteria,1TWDP@1239|Firmicutes,4I55B@91061|Bacilli,4H0ZB@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
